id,rank,score,configuration
8901801,1,9387.594695,[-1,718623937,1238629153,1028672930,-1,-1,-1,-1,-1,-1,-1,-1,970972945,678071780,1752222859,267664861,-1,2121040873,112648986,905920727,-1,442310429,-1,1740006145,578183929,680509842,463422123,474313996,946339754,617080170,491903452,530083510,-1,-1,-1,-1,1366044912,1381864604,-1,-1,-1, -1]
189670468,0,9760.088689,[-1,377767877,984140626,1560299527,-1,-1,-1,1353071897,-1,1619019250,2048170679,-1,671492477,270775968,1324195276,714467349,-1,1394370718,656728148,597143844,1545657178,23914770,-1,997897655,226655884,201268897,1311410465,265881304,829097010,1380279581,-1,1197762411,-1,-1,-1,-1,1956290139,-1,-1,-1,-1, -1]
211861498,0,3744.969282,[-1,1286906688,2105571748,-1,-1,661923855,1390676055,1004472818,1964314917,-1,1715075950,543364556,-1,-1,-1,1052596295,-1,713260142,-1,-1,-1,422318662,-1,696305407,1880299836,1255857420,-1,-1,-1,508298722,-1,-1,-1,-1,-1,-1,1991621225,-1,-1,649630664,-1, -1]
212493444,1,9655.30085,[-1,442100746,999574216,77060997,-1,-1,1841027872,1722767399,-1,-1,-1,1245749106,1103789383,633627524,98980258,1063679010,2103364131,-1,433580003,434819867,286740772,317268094,-1,1215005240,432178395,469425650,191986671,115382201,147365509,64165084,119848454,949405667,-1,-1,1955766647,-1,-1,1976403115,-1,-1,-1, -1]
360423994,2,9975.652053,[-1,362905644,1564038894,1515586826,-1,-1,1930699773,-1,-1,-1,-1,-1,1023890146,186629297,941618051,35175917,-1,1683844746,371860934,504395193,276680932,293998255,-1,1391048386,710331497,184758374,156882980,199380672,160065993,914254671,256712689,725585145,-1,-1,-1,-1,-1,-1,1970582827,-1,-1, -1]
434837760,0,4674.517069,[-1,738890070,1307455566,-1,-1,-1,286506719,-1,1834697145,1319115419,1357891435,581006387,1002687208,1808458606,319216528,-1,1395219922,2122118541,-1,1723019571,-1,-1,-1,2130218470,-1,-1,-1,1400800654,2079929244,699708328,1120994716,597543049,-1,-1,-1,165525545,-1,537008140,-1,-1,-1, -1]
504590672,0,4218.338248,[-1,-1,2025710368,623815412,-1,2024370547,-1,216458820,-1,-1,-1,480162287,555404174,-1,-1,96442519,-1,386276162,-1,1484248225,-1,-1,-1,1302693101,451117744,-1,-1,-1,2112876503,1976075999,1202496998,2117383938,-1,-1,1732194405,171042909,848860734,-1,-1,-1,-1, -1]
597258866,1,10159.20772,[-1,628246512,33707014,27137600,-1,-1,1684820297,1741094920,-1,2059751352,-1,-1,1283993399,226654607,-1,1001316828,-1,1848925857,973992970,800335454,250367150,306232740,-1,1376605271,924747416,159302894,100086046,193948792,160971113,790796570,410891389,636530337,2134935331,-1,-1,-1,-1,-1,-1,-1,-1, -1]
606070861,0,-6010.571848,[211022774,-1,-1,-1,1169652585,808359690,-1,-1,4932380,-1,-1,340599051,-1,854367739,30101394,1858733081,629641638,-1,1677508275,434504400,-1,625649691,871166952,2007870596,18461705,2046110573,-1,-1,-1,-1,149351587,520354752,1159715162,-1,-1,-1,-1,-1,1989855354,531493078,1531429222, -1]
621384395,0,8060.925541,[1811559329,390973469,533022581,635012869,-1,1591872923,-1,2101023752,-1,1804935757,734047334,-1,1208866548,270767817,616084588,455468746,-1,971073528,-1,-1,15085462,298682945,-1,1491482292,186850063,1722458049,801679996,129370263,1132716468,1212394189,237062474,-1,-1,-1,-1,-1,1930151359,-1,-1,-1,-1, -1]
667866130,0,6770.029159,[-1,1760139585,890046143,1230365938,-1,-1,-1,-1,-1,-1,-1,1452808097,-1,1225873728,-1,1795529618,-1,2092507694,963298219,1543626085,514040325,-1,-1,73128971,1012369244,619229121,616222001,1008469339,-1,1001291673,326027671,980773695,-1,-1,-1,-1,1500368066,107661503,2040892306,-1,1844341547, -1]
712978663,0,9080.895371,[-1,93590292,1068309447,1147456320,2037799561,-1,-1,1957525029,-1,-1,-1,1909952708,1101572816,1078149696,390500921,71071913,-1,1868167214,26446908,1092057613,292349112,267238908,-1,518588100,2085594988,246097873,41680317,164005811,145876470,533315783,1307338306,576425070,-1,-1,-1,-1,-1,1904998485,-1,-1,1519408427, -1]
751720560,0,6697.716974,[-1,681502539,1017872130,-1,-1,-1,-1,1985274731,-1,485856546,-1,-1,886657395,940201986,536845783,480200628,1875723159,667126299,28753348,-1,1243180676,47456644,-1,1585163633,1095356499,-1,699195519,617106438,1673411657,1272851464,-1,1733434895,-1,-1,-1,-1,-1,1298962808,-1,-1,-1, -1]
1007556103,2,10159.20772,[-1,700331713,94330474,50241022,-1,-1,1724052564,1821560963,-1,-1,-1,-1,1130229045,234731451,-1,1029277484,-1,1881373046,920259895,717463382,524049662,601014648,-1,1307720250,824073631,102327098,302580213,549026395,432542196,971142905,673665616,852536533,1464541450,1442909670,1723458615,-1,-1,1542964694,-1,-1,-1, -1]
1030689481,1,9831.168953,[-1,1031904029,1250888606,1865867951,-1,-1,-1,-1,-1,-1,-1,1460052240,1426278057,989047169,163609479,1117627713,-1,-1,70953967,1391264418,1002876881,742752980,-1,1581941998,316918421,749629970,696267315,613101114,28813845,865770584,389105441,727254256,-1,-1,1710746409,1734566816,-1,2041797965,-1,1617726833,-1, -1]
1071987346,0,5259.772507,[-1,-1,699068986,281434845,456063369,-1,2139272107,-1,-1,259143423,-1,930426908,589553532,-1,1929479762,-1,1353952977,-1,-1,1572748568,1022009667,-1,-1,297408378,-1,-1,579662079,660078107,1169183940,-1,-1,366315838,-1,-1,-1,349644229,299516653,-1,-1,-1,-1, -1]
1248151823,0,921.827797,[-1,951230372,1595482467,1091053888,-1,211789476,-1,-1,-1,221426835,-1,517613849,-1,1488379579,1787147437,1042993749,63900003,906689482,60355879,895707175,1227492999,670706574,-1,-1,1309813095,-1,794449799,1446047098,-1,-1,952737478,-1,-1,-1,-1,-1,1788417860,213800683,-1,-1,-1, -1]
1378179471,1,10097.32258,[1907036657,478950895,114796135,4115253,-1,-1,1941208675,1713955564,-1,1846967703,-1,-1,820816122,337339130,1309954248,1035538744,2146373785,1716410556,713225034,593173758,457631598,464349817,-1,-1,1053569749,250893317,523661234,517746155,426623908,3799786,1032421998,1064943771,-1,-1,-1,-1,1443205130,1411883471,1883678512,-1,1549794556, -1]
1581995218,0,4562.212326,[-1,54358075,147015645,792370496,-1,1648551640,-1,-1,-1,-1,-1,1208267335,1793266260,-1,974284069,1940870048,-1,559805618,1730056691,-1,-1,-1,-1,-1,-1,909972615,292392476,1007962888,-1,907463438,549992995,-1,2036670651,-1,1321826257,-1,588864050,-1,-1,1265785177,-1, -1]
1622128701,0,7208.574226,[-1,1867024400,1565852885,115545937,-1,-1,1395264173,-1,688687123,-1,2099824688,894841612,918240907,375448660,980088844,170704437,-1,759223005,372165788,1004363762,-1,-1,-1,1131420054,-1,1856325495,180433268,600670035,465586993,530617448,1304836421,659025628,-1,1448954753,716722835,-1,-1,1248591898,-1,-1,-1, 1861840390]
